"x.pos","y.pos","response","pp.wts"
602.259804083346,-2124.52646877861,1,1e-06
625.463796698967,-2123.98022250285,1,1e-06
597.499995642731,-2122.49994208369,1,1e-06
596.34851484632,-2121.09146497749,1,1e-06
602.499995213179,-2122.49994260761,1,1e-06
622.499994668502,-2127.49994139048,1,1e-06
702.499991298034,-2072.49994323547,1,1e-06
552.499997607821,-2067.49994317244,1,1e-06
677.499992605386,-2092.49994347052,1,1e-06
599.677285781698,-2135.39513279592,1,1e-06
527.518640260922,-2099.47916714154,1,1e-06
527.252217422828,-2099.55954712722,1,1e-06
555.753335588733,-2102.04887052268,1,1e-06
642.499994268863,-2117.49994215905,1,1e-06
592.549575642345,-2117.73983382053,1,1e-06
565.07004890574,-2077.29852466398,1,1e-06
487.500000774324,-2097.49994327656,1,1e-06
592.549575642345,-2117.73983382053,1,1e-06
442.500001970252,-2102.49994265049,1,1e-06
557.499997565654,-2132.49994187258,1,1e-06
708.898874240016,-2047.44477296111,1,1e-06
647.499993800141,-2137.49994190957,1,1e-06
657.499993027505,-2092.49994272392,1,1e-06
662.499992879058,-2102.49994222913,1,1e-06
662.499992879058,-2102.49994222913,1,1e-06
662.499992879058,-2102.49994222913,1,1e-06
662.499992879058,-2102.49994222913,1,1e-06
647.499993800141,-2137.49994190957,1,1e-06
677.499992605386,-2092.49994347052,1,1e-06
698.728721520391,-2054.6556018981,1,1e-06
